shortname,website,region,rating_google,reviews,field_lcp,field_cls,field_inp,field_fcp,field_speed_problem,field_ux_problem,perf_score,issues,category,accessibility,best_practices,seo,concatenated_reviews,title,mobile,mobile_lcp,mobile_cls,mobile_inp,desktop,desktop_lcp,desktop_cls,desktop_inp,lab_speed_problem,lab_ux_problem,fh_score,rating,img_sav_kb,js_sav_kb,css_sav_kb,photo_url,fh_site,account_tier,latitude,longitude
lobosonda.com,https://lobosonda.com,EMEA,4.8,738,1.7 s,0.0,n/a,1.4 s,🟢 Stable,⚪ n/a,54,High LCP (avg: 11.1s),Lobosonda Madeira Whale Watching,n/a,n/a,n/a,"Amazing experience! We saw many species of dolphins and even had the exceptional luck of seeing a hammerhead shark. Amazing approach of the crew and Lobosonda member, very professional and expert appr..., Good guide, a lot of information were told. We saw an Atlantic dolphins and as a desert - seal. Cool experience. Unfortunately today we didn’t meet whales., There are a few things I love about Lobosonda:
- Stenella is actually a really quiet engine boat which is amazing for your ears & for animals in the Sea.
- I appreciate that the whole team is passiona..., Absolutely recommended, unforgettable experience. The staff is very nice and skilled, you can see the passion that they put in their work. We saw a family of sperm whales and a pod of dolphins. Unfort..., Absolutely fantastic experience. Kids loved it, we loved it. Paula and Daniel have been amazing! We saw many dolphins, pilot whales, turtles and a Physalia. The Speedboat was awesome, too. Paula takes...","Lobosonda | Whale Watching in Madeira, Portugal",50,16.8 s,0.01,22.3 s,59,5.3 s,0,6.4 s,🟡 Borderline,⚪ n/a,50,Needs Improvement,2005.7,1813.0,200.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeIhHrXLXfej3-qvVYmK8n9QgMCOkJ47iGeHJY74v9Y-cVSB7WIH-AxbTfbE2sWiu4vZ_9XO_lK8cmEBYsy1JDSaCdRr-475AosFTU3dysraEQq00V0XsShF0Lk5vz7YHTlbY932d87T-Mi2pyqeU5laXbpvmEDzaxPlzf9_ejX6t7TGG9a7CqTrCn5ldUlmV3jQ38HUQ_JkJFc4V8symi1tNR23g3-d8MIDeEaOQJDkgiIsxLuDUN9R1-HbWRERkJWc4Wt3N5Ga_97qHl16LwQ__Xl2xZ4TmR_nT6aH0dEsBvDD30fBqX-JJruEm7d1pwIv90q6rQ&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,32.7186111,-17.1721016
weetoasttours.com,https://weetoasttours.com,EMEA,4.5,75,2.7 s,0.027,n/a,1.5 s,🟡 Borderline,⚪ n/a,36,"High LCP (avg: 8.7s), Layout Shift (avg: 0.323)",Wee Toast Tours,n/a,n/a,n/a,"This is a great adventure if you’re looking for something unique and fun with family or friends.

A family owned business with great people working there.

A bunch of your friends get on here, get a t..., What an absolute blast. We did this at 4pm on a Saturday afternoon before heading over to Abba Voyage. 6 ladies ranging in age from 28 to 53! Made our own playlist. We dodn’t stop smiling and laughing..., Incredible customer service.
We were very lucky to have an amazing weather in London that day.
All my friends were having the time of their life.
Props to Ron and his team mate !
We can't wait to do i..., Fantastic experience with Ron as our driver and Nick as our barman. All the group had a great time with lots of booze, ability to link up and bang out the tunes, and lots and lots of public attention...., Literally the best thing I have ever done in London!! Great pre drinks great night out","The Original 15-Seat Party Bike in Belfast, UK | Wee Toast Tours",19,15.3 s,0.237,25.6 s,52,2.1 s,0.409,5.2 s,🔴 High (Slow),⚪ n/a,28,Poor,793.1,2021.8000000000002,120.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeCZNyamYX4ndASaw-ZgTbroRZQ8ASaSVGQsx5q60L0iJLedsjCp9Mq5_qDEDSYbSk0yoON2fkBQBx4-il60vV6VfnXMv7pqrPkT8mZ342xvJLImoCciA-vo0BODlQogH4RtuFMcc9kiewG7gCoLFqfCooVwv0I6MZ_D42rpSB6BHg2Gk6LHNr476pwGjY8wkO5qTfwxiXf-vhsHm-MB0YTis2mAGfOg_czvoN7tXYCw1fA14YS2HQG9J5eEFaFaswdV2LqfmYb3F7lztXdRqKGa3dbSwlTTSWJEHSKqPnvimk3kI3N8CKcCZC1BRH8oqMPx-ltJRY&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,51.511486,-0.1386541
copenhagenbymie.com,https://copenhagenbymie.com,EMEA,4.9,576,1.3 s,0.009,n/a,1.1 s,🟢 Stable,⚪ n/a,32,"High LCP (avg: 7.5s), Layout Shift (avg: 0.132)",Copenhagen By Mie & Friends Local Walking Tours,n/a,n/a,n/a,"My tour guide Sandra was amazing. She arrived on time for the start of our tour. She introduced herself and then explained our tour itinerary. It was like visiting a friend in a new City. Very relaxed..., Great tour of Copenhagen with Peter.  He was very informative and entertaining! We would highly recommend this 5 hour walking tour.  It gave us a good overview of Copenhagen., I went on the Hygge walking tour hosted by Oskar last week and it was absolutely brilliant. It was lovely to meet the other people on the tour and we had great conversations along the way. Oskar is ve..., What a wonderful experience, truly the best highlights of Copenhagen and all of its cozy vibes! We loved our guide, his warm and welcoming spirit made us instantly feel like friends! I’ll recommend th..., Excellent tour! My first time in Copenhagen and Sandra was wonderful. Very knowledgeable, shared a ton of Copenhagen’s history with great stories and insights. Highly recommend!!",Walking Tours in Copenhagen - Copenhagen by Mie,20,11.9 s,0.23,39.7 s,44,3.0 s,0.033,7.2 s,🔴 High (Slow),⚪ n/a,24,Poor,1583.2,5090.9,426.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpc1-8xBcVM61J98RdEzysytR5opekYbtoxKwz8E9cVfXd5UaX8Lzp7ZgJc5RRYwGARm-BbxbWRunY7IrEdU4ZSycKLk2881wraQJLBykZvg6zh35U3AqBk1q_qkSR0e1K17H7QpB2ZBOVlUg4yfbUZZOSx80Liz6OmPhF0e5v4LDUDybB3lLaLaEURClo1JKR5wpJStttO_dWPVhLrbeH1OpCAJFyMVEG6KvlQ9GUQ6PX87r4157fEesROHBGo3XzRf0kKeGNd1qiVjBEzfZW_tD7Fdeo50aFf0j1Q6GGHGPWyFii0B5H_1IRHrir26Mso0ezwg77I&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,55.6731078,12.5886575
olliestours.com,https://olliestours.com,EMEA,5,292,3.1 s,0.0,n/a,2.8 s,🟡 Borderline,⚪ n/a,72,"High LCP (avg: 5.9s), Desktop bonus (+2)",Ollie's Tours,n/a,n/a,n/a,"5 stars here! Ollie the owner was full of beans, great stories and so welcoming, his knowledge of the area and willingness to share it as well as other tour experiences was refreshing; he was kind eno..., Our hike from Doolin to the Cliffs of Moher with Simon as our guide was my favorite adventure during our trip to Ireland. Not only do you take in the scenery, sounds and breeze of the Atlantic you als..., I brought my fiance here in 2024 for a surprise proposal at the Cliffs of Moher. This was quite possibly the best moment of our lives so far, and Ollie and his incredible team made it happen. They wer..., The cliffs of Moher walking tour was a blast! Even in the wind and rain, this was the highlight of my trip to Ireland! Eleanor took us on our 7 km hike, and she was awesome! She knows seemingly everyt..., Ollie’s Cliffs of Moher hike with guide Sofia is a great experience that avoids starting at the packed visitor center.  It is a modest hike with some uphill and a great way to experience the cliffs th...",Ollie's Tours | Tours & Experiences on the Wild Atlantic Way,59,10.4 s,0.014,14.4 s,85,1.3 s,0.006,2.8 s,🟡 Borderline,⚪ n/a,69,Needs Improvement,5105.1,662.3,291.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdHBvXDk6O5PzeV7I0164uK1Hmk5bT8KOClqmQcDqS9DRjMmJYrxh6Wv6xq58AUsIMzzfwpfPev16Ruj9yKOlADXn-Fna_Uxe-YgxvXuDUV-qyxrhYJjK0oG0c-cAmn-mlfAJsItkYX5yRyFYF7HIbMGJmpjP0wkRYsXbO2c2ndGylxb5nkpd9soTc8GQQuyK09_lGV7KSlgqTBRNuGecv4Sg46hHZYq90cHga1rzUv8gFi6bG887ex-DDAAWPFfIo7vkZF34rdJ4vHqakBG5z0oP_oi5L4XAM2vg_bvkEtwbOWA7uwIGv3WMKbAwaDkPloBIocEuI&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,53.0116257,-9.3860292
thechallengemallorca.com,https://thechallengemallorca.com,EMEA,4.9,812,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Site not accessible,The Challenge Mallorca,n/a,n/a,n/a,"This is the top memory for me and my son in Mallorca, the guides are super friendly and funny, all the activities are nice organized with many pieces of out of expectation experiences. In the end of M..., An unforgettable experience!
Our trip with The Challenge Mallorca was absolutely amazing! We went kayaking, snorkeling, cliff jumping, and explored a sea cave – everything was perfectly organized and ..., I highly recommend doing this tour if you’re vacationing in Mallorca! My friend booked this excursion for us and I was excited on what the tour offered. You get to see the island from a different pers..., Absolutely amazing experience with The Challenge of Mallorca! We got to enjoy a full adventure day with kayaking, cave exploration, cliff jumping, snorkeling, and a delicious picnic with local snacks...., Fantastic experience. I was worried I would not be able for this, but it was brilliant and very manageable. The activities are each very fun and the guides were brilliant. They collected us and droppe...",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpd0WHwzAuBdL4c5cL-CTzqnvcO7gdGSEG-ffmO_LofgZTUseIq8_FQU4GF9c9tqahpeSh3RRuwieRQsrmDN7eG7-PVD5MmMQJUJAk2dq9rKppI4E1lH9-R1GeeLrbGNh8hbXOpTiM6zREHEQZvrf-_DfySn12kbIglyUfd7KDU6MvIgR-tg5kYngnC9f8bzQ-S2OOAheaoY4I2XKcWlc4wNUnyZ9uOe14ApegZRgQbXIv5wsaTX5-fGwcnefmXstDh7e69k1IqTy-599IBOSm4t02sp4hcFAlw2japy7loTWLQF6DzIQLNNIANd1S2x6NZEXJUSS_w&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,39.8710689,3.1538815
escapewindsor.co.uk,https://escapewindsor.co.uk,EMEA,4.6,365,1.2 s,0.0,n/a,1.0 s,🟢 Stable,⚪ n/a,56,High LCP (avg: 6.5s),Escape Experience,n/a,n/a,n/a,"We’ve done over 30 rooms all over the US and England and this was in the top 5. We were a group of three which was a good size for the room. It was well thought out and used many different types of pu..., Really fun afternoon - don't be put off by the slightly neglected exterior of the building (sorry guys, but you could tidy it up a bit).  The game itself was really fun - we did the hidden template......, Went as a family of 4 with kids ages 18 and 20.  We had a blast!  Loved the Mexico theme and found the room creative and fun.  Also enjoyed the person watching over us knew when we needed a hint (even..., We were visiting two rooms, Cannibal and Temple, with our colleagues and had so much fun. Cannibal is quite scary and we enjoyed it so much. Temple was quite tricky and took a while to get out of. The..., We did cannibal cabin.
The room itself was not worth the money and the staff did very little to make this a good experience.","Windsor Escape Experience | Immersive Escape Rooms - Windsor, UK",43,10.9 s,0.001,19.3 s,68,2.1 s,0.011,4.2 s,🔴 High (Slow),⚪ n/a,50,Needs Improvement,842.1,1378.8000000000002,172.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcdeCB6Pc-E3kbqnmjwYhrUN0EFvZNHb6gJk_GeSDuVQLL1Pud9i9XjsamML9EAaM-RuMJDSrHA5ZmX_r3pVRnO0I5HuTVRCly8RhcdHDZlyPGz5_cA552tIa5klQ6UNJt7iLtpP7KOUNlXoL_0x_bM3ZO3af4eFh0TxY0AraDLC0Dxai8b6XOl5EPAuPAaY107zJP0rmtWY6_knCSSvB2YuE3gnn2fs8bWqlmW9ZxsseFJJHdH7tkjU6pvH-7llGzgVCWT2i9AkEgVKdzLyg-ej_FmCnU6l0JCgL2PFnFAtMLR4_1Hpzhd4ISmiJ8rq9c4qKQHM-E&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,51.4828783,-0.6106158
comoclassicboats.com,https://comoclassicboats.com,EMEA,4.9,412,2.2 s,0.007,n/a,1.2 s,🟢 Stable,⚪ n/a,67,High LCP (avg: 5.0s),Como Classic Boats,n/a,n/a,n/a,"This was my favorite experience. One of the very few boat tours that offered this experience for group of 9 or 10 ppl.
The boat was clean, classically beautiful and very comfy. We were 9 ppl and didn’..., Exceptional experience, elite and timeless boat with shade. Alessandro was an excellent captain. Very safe, knowledgeable and a superb driver Catered for all the key places we wanted to visit and reco..., A real experience of a lifetime and one we’ll remember for years to come. The organisation was incredible and the trip was seamless. Nicola was the perfect captain and guide. He took us to all the pla..., Michele was an excellent captain, friendly and knowledgeable. Even though the weather was cool the cabin was cozy. The villas and other sights were excellent. Well worth it for the hour trip, only wis..., We had an amazing 2 hour Lake Como tour with Gabriel as our guide.  He spoke great English and was very accommodating of our request to see certain points of interest.  The boat was an old Venetian wa...",Home | Como Classic Boats | Wooden Classic Boats Rental on Lake Como,58,8.4 s,0.028,18.5 s,76,1.7 s,0.106,3.5 s,🟡 Borderline,⚪ n/a,62,Needs Improvement,3301.8999999999996,1322.1999999999998,227.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdxbmYZn_IvxTd7aJyPXmOEoY-EZQr8-rM7sTgaRaeruXKCWX3vShLPk2R3d0fNl7bO_tQBmMYYOQmqmti6z0T_jlS1BM1dkKufjL7WZK2EW32JLt0U4wmVhtSxh8HIMSkvEhEVRBOI8PVA8are5eQwsz93p3VmHdkzJk_F7f1_yMXbDiCVsw1A1dEIhpCR1JNtitqRl2JAPiufP9SM4kKtBNIh-bDbSoTks5lm0A20pkIMYs4wZhDR5Q7cxeZi-Q6sAsUfgzfn1ZvGVMDmWyIqAaiZDAHZO1S8wsjnGX7xxDwjgo5mrLUNgMqDJLWHQBA4rjPd&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,45.884479,9.141265
canaltrips.co.uk,https://canaltrips.co.uk,EMEA,4.8,2290,2.1 s,0.004,n/a,1.7 s,🟢 Stable,⚪ n/a,40,High LCP (avg: 15.4s),Skipton Boat Trips,n/a,n/a,n/a,"What a wonderful afternoon we had on The Dalesman. The staff were all friendly, attentive, professional and informative. The boat was immaculate and extremely comfortable. The afternoon tea of sandwic..., I booked the Mother’s Day Afternoon Tea cruise for myself, my mum and my partner. We were allocated a table which I thought was a very good idea as then there was no rush to board to get the best seat..., We had a lovely  afternoon  on our boat trip .
Staff in the office  and the boat was very polite  and welcoming. Especially  the lads that had to jump off the boat and run ahead  to open  the bridges ..., From start to finish our booking was handled in a very professional but friendly manner.  The talk before leaving on our day was extremely informative and delivered in a way that we understood,  simpl..., Had an absolutely wonderful experience with Skipton boat trips. It was a family Christmas present for older members who are quite hard to buy for! They loved it. The fish and chips were delicious 😋 an...",Skipton Boat Trips | Leeds & Liverpool Canal Boat Trips,32,28.4 s,0,28.5 s,49,2.4 s,0.122,6.0 s,🔴 High (Slow),⚪ n/a,36,Poor,1163.3,2789.7,290.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeezKM8y9ekIItIBQhb9k-a6vXUdoaVksjxHNOis_6UR6t19PPLzs_kdlApo0pq7HbRLbCPb-ANvykwL0V9C1cKHZdfIuqHne72DdQaNM0PJFYl3Arj0vfaSotgm0V12ED63lwySLthqLsJjMJ1t6RPULqu4O6_-LeKG1mi_iVfHUJ-wdzaQ5Wsr0Crx0AQ6q4PjYnrFGi02gTokS69vGF6rCUiusZOs9g3IYNifV6Mwhv202a_8Lpt4_I0ruoytl6WbmIm6NMzcGwqFZ8lvaUV4SEswT3VL1E9emD61zghSyXmFb_s4_xXZ27PDARLkklXCuyFe6A&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,53.9606146,-2.0196111
westernislescruises.co.uk,https://westernislescruises.co.uk,EMEA,4.8,482,1.5 s,0.0,n/a,1.2 s,🟢 Stable,⚪ n/a,57,None,Western Isles Cruises Ltd,n/a,n/a,n/a,"Fantastic service,  took time to call me to review my booking,  refunded me for part of a trip that I cancelled when I didn't expect a refund,  allowed myself and my companion on an earlier ferry comi..., Great crew, loved the conversations, grateful for the free whisky they offered people! The trip itself was very enjoyable, we got to see seals basking on rocks, and several shags. The scenery was, of ..., A great activity when in Mallaig. We made the Jacobite trip, and this added to the experience. It started and ended punctually. While we were not lucky enough to see dolphins, the views are lovely and..., Absolutely brilliant day to Inverie and back to Mallaig via Tarbert (with a day ticket). It is so beautiful on Knoydart and the scenery from the boat is incredible - I can’t recommend it enough. The l..., Excellent 1 hour cruise off Mallaig. The water was as still as I've ever seen it, weather was amazing too. We saw some playful dolphins and some seals. The staff were really friendly and cheery...and ...","Knoydart Ferry Service to Knoydart and Tarbet, Mallaig | Highland Day Trips",53,4.1 s,0.009,54.0 s,61,0.7 s,0.009,12.1 s,🟡 Borderline,⚪ n/a,57,Needs Improvement,480.70000000000005,7717.0,290.79999999999995,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeg2jK6hcL0sDnJx5Nl8GFZLQ2hAcjUKsU5uzPETaNMHmx9l284gBvFFW06kNB5clb0wlTiHuV9P694BxtY58VNVOM3xxJrYME6yB3z3nj60f4mD1_fFYBTKMqk-I4Dk_152tfZ8eyyXpBCkmr4Ak3HXr0OiSvsGmEutbHLAxunGxrHQSMjoHAltoXNmcUB8uDcnyD_8ch-BEo5HLc9BzdLDWqQDt9AKby2A43eosV_w4x881l9ZoIXNN4q9v5v9hkcQcwc9FYg8nLKRG1rCP0HUJ-KynFZShQCpAj7ktyf7HpEaxWlKr9rJiTiXdx_Wh0EGEmp&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,57.0057992,-5.828146200000001
papillons.lu,https://papillons.lu,EMEA,5,1,1.7 s,0.0,n/a,1.3 s,🟢 Stable,⚪ n/a,63,High LCP (avg: 6.0s),Connecticut Papillon,n/a,n/a,n/a,n/a,Jardin des Papillons |  Schmetterlingsgarten in Luxemburg,52,11.0 s,0.036,16.9 s,74,1.0 s,0.009,4.9 s,🟡 Borderline,⚪ n/a,58,Needs Improvement,195.9,2324.8999999999996,230.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeLDdfb5wIbKNJSNsJNn2KPOeh6bkL153BUPvJhBbtFAIqZiwUqmOf2B9eJ_LKhZ5Ntvfoe--HFEDEtrA8p1JgGKgU9Li7BqExy_38rNCWQdoBSJjs7YHZcRn3W1HUBV5a-BjyDBELxSJlIonnN504SNE0xJtTq-EnP3er88zhNwtjVrdLjFFvYLnC1EHX0awAzVVob2YKzbGU6aE0QRHYMQfYK6dsgt8PcHiLn0E7h2l7fahYk1u2PyVjkRw8KrcjSdyZcVfOOTgfpJy0B6-y0IXeXQu2o7Mz-uDJBj2q8g7AfS50-CsPfU-fqUcblh0kdzu3ORTY&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,41.453416,-73.52964469999999
irlandaenespanol.com,https://irlandaenespanol.com,EMEA,4.4,703,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Site not accessible,Excursiones desde Dublín y tours guiados · Irlanda en Español,n/a,n/a,n/a,"5 stars! Loved it. Salvador’s a rockstar. What a beautiful and incredible weekend we had going to Belfast and the Giants Causeway with the Spanish tour. Keep it up! Love from Canada and Mexico., If you are going to Ireland, you MUST visit Cliffs of Moher, but try to avoid this agency. Easy to book and very punctual. However, the bus was not comfortable enough for such a long trip and the soun..., Una experiencia buena -  yo recomiendo encarecidamente ir.  El guía turístico, Mario, es muy inteligente y amable.  Aprendi mucho sobre la historia de Irlanda.

****
I signed up for this tour because ..., Good experience for those who do not have the time to expend more than one day exploring Ireland. Good information and nice time. Thank you, Astonishing place",403 Forbidden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,n/a,Error,n/a,n/a,n/a,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpflS3q57R255kxZP3f3gOpkeCREgLYChNjGJQNFfmV3rBSnKVQ8nGcHWXLA9PhTWrwYB8PsdE-FffJ71rmhHCAbkoTsEvY3gNPzMFmu_zyDEhdY0jVlYOhOgQDP4IubVOlCyLZ5ywp9L7QLgYzqhz8pAozDdRlsq_CESfxZk1fqWkocmSt31YvSeQ0K8337lkLcg_084tVA-1RidwB69yyxaDpzzjTXdYgx-qoROcoX-wXVZKVt6T6eCTvGFiRWXPOkh3B0uVesS8Fs3rsj9hJU6ko_wmbLAdfHtsrGXTc8ls93P4_-GH2XYLFqhyME88X19eYdSVw&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,53.3627924,-6.2614385
ambushactivities.co.uk,https://ambushactivities.co.uk,EMEA,4.6,92,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,72,"High LCP (avg: 9.4s), Desktop bonus (+2)",Ambush Activities,n/a,n/a,n/a,"Went here for a skirmish Sunday game using my own kit. Was my first time going to this site and the staff were very helpful. The marshaling was done well too, ensuring players were playing to the rule..., What a great place to have fun!! The staff pleasant and very knowledgeable with an emphasis on fun and a high standard of safety too. A clean and well organised site lends itself well to a fun packed ..., Booked a morning of airsoft for a stag do. Christine made the booking process a breeze. On the day, her and the rest of the staff were absolutely brilliant even giving onsite tech support, getting the..., The team were so helpful when my daughter got overwhelmed and anxious before her session. They talked her through her concerns and let her just watch for a bit with the marshalls, before she gained th..., Everything from A to Z is done with absolute perfection and professionalism.

The site is well made and is a very nice layout. The Safe zone is also very nicely built and is very homely.
Ambush’ marsh...","Ambush Activities | Airsoft and Paintball in Hampshire, UK",53,17.0 s,0,17.3 s,90,1.8 s,0.001,3.1 s,🟡 Borderline,⚪ n/a,68,Needs Improvement,131.39999999999998,1384.8,171.39999999999998,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcBC-vG1SgmYokygV2cjVXzpYe7lOfnieZ54wW8Vk_C-Dk8DxgtIsT80qX21us1_yTFpA4T8QUjH-OkoDMt0EGjmupR2seMTi73w0R87LCsgR91NMR0QgjeYXJSsi4KnoULozxQkfQBiFP3SNnLLixvT0Xo1h_oqVe4BG9iCeP1rrKqZVStQAGQfWD_Yk15q2ggrw5OU__xPuWG4D2E_jLa8mXlWx2Swo1vD9UhTuV3Cf-RTdC457oiiK5739Hq-RtULS6KspwqFSFBfgj4pXj9s6Cy-j5Hh1mk8LW8llGHdsFshVfY6RIAehqGDDX4i27rVnBa0KE&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,50.9174894,-1.2306096
fancy2.com,https://fancy2.com,EMEA,n/a,n/a,2.2 s,0.001,n/a,1.8 s,🟢 Stable,⚪ n/a,72,High LCP (avg: 5.3s),fancy2.com,n/a,n/a,n/a,n/a,"FANCY La Palma | excursiones en barco en La Palma | Puerto de Tazacorte, Puerto Tazacorte, Tarajal, España",69,9.3 s,0,13.8 s,76,1.3 s,0.004,4.7 s,🟡 Borderline,⚪ n/a,68,Needs Improvement,66.4,1722.9,202.6,n/a,Yes,2,n/a,n/a
walksinistanbul.com,https://walksinistanbul.com,EMEA,4.3,49,2.2 s,0.019,n/a,1.6 s,🟢 Stable,⚪ n/a,42,High LCP (avg: 10.7s),Istanbul Walks,n/a,n/a,n/a,"I've joined their Istanbul tour twice, organised by Turkish Airlines.
We visited the main attractions of Golden Horn peninsula. Absolutely satisfied with them.
It's mainly an outdoor walking tour so w..., .....as this was a tour arranged by Turkish Airlines we were met at the airport by our guide and taken by bus to our various destinations which was most-lii in the Fatih area! Our first stop was to th..., We had a wonderful time on the full day Istanbul Classics tour. Our guide, Doğuş, was very knowledgeable and so friendly, she really made the day special. The lunch was lovely. I couldn't think of a b..., Mert did a great job in his 3 1/2 hour tour today. Extremely knowledgeable about history of Istanbul, the palace and its residents, Did the half day Istanbul City tour for Turkish Airlines customers 9:00-15:00.
We visited the Hippodrome, Hagya Sofia and the Topkapi Palace.

Our tour guide Emre was amazing.
Very well spoken and pas...",Walks In Istanbul | Small Group and Private Istanbul Tours,45,15.8 s,0.017,25.9 s,40,5.5 s,0.007,5.9 s,🔴 High (Slow),⚪ n/a,38,Poor,181.5,2461.6,579.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcWO1zWAhMcCxPlziY0vCpgQ7RxI99LeV_nEVrDF-JxdHkyzr7gW6n1NiksniK4Po7JopERNEuqvc3LoQ4SIIicumdfgj3N1EbwuZes9OEIllPOdk2ANgKTbUg9ir6H4sT1v_C6w9OP4A4dJRVRTEURgzGNb4gp0mHzAOPvuIWmlmBr_v3Ap1a8TBpmk2IfnjAyR8OBC9eL5AgFNC5ZHCfLezjXAm7w_gQxn04ab1lG0PR_NkLEwAr7xur5ETbJm_hre66Vdijzkn9vzdK77oQ3yM4RFKUGL0SXRAevMXdQzm3Kg2qA0wX9RcwxH3znTjAhLFjqT1VJohphJAuJXmAo-oc_fdpqEODRn-RK90V5oWadJUHTIcwnepbAbauSR_twqSNYMMs9mArAlzR17K6O-Hc3-9ReMZpbY-_Dfp0cT4FlbCs3rbGqgNtlLcT_-qD3ksfFZUwiH94foG3udc4BGK0iT5y4J6QZ_n-AbvIDCp9VSyPPkFWPja5e_XVBXmP2woabCifoMD856wbvBSg8sQCBWV5cBJsSqzTMbjX7MG5EbBAUyk6o4TM_VBADnyfV7pE2X2qzJIKjV0kkozP4kAh2G_YVPetv8_thbs_s9eNn9-mA1DkIXKO5V6ktu7S1gg&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,41.0613226,28.98790649999999
https://farmexperiencestours.com/,https://farmexperiencestours.com/,EMEA,n/a,n/a,2.0 s,0.0,n/a,1.6 s,🟢 Stable,⚪ n/a,60,High LCP (avg: 6.1s),https://farmexperiencestours.com/,n/a,n/a,n/a,n/a,Best Farm Experiences & Tours in Europe,61,10.1 s,0.011,15.4 s,59,2.1 s,0.001,3.9 s,🟡 Borderline,⚪ n/a,55,Needs Improvement,855.7,1327.1,173.6,n/a,Yes,2,n/a,n/a
